open,high,low,close
1.20088,1.20223,1.20007,1.20146
1.20152,1.20245,1.20069,1.20245
1.20246,1.20707,1.20227,1.20705
1.20705,1.20812,1.20562,1.20574
1.20572,1.20591,1.20261,1.20447
1.20447,1.20652,1.20419,1.20579
1.20579,1.20661,1.20444,1.2053
1.20529,1.20592,1.20418,1.20583
1.20582,1.20605,1.20312,1.20382
1.20382,1.20406,1.20107,1.20327
1.20326,1.20328,1.20034,1.20273
1.20272,1.20301,1.2001,1.20142
1.20142,1.20165,1.20043,1.20079
1.20079,1.2023,1.20077,1.20191
1.20192,1.2046,1.20172,1.20433
1.20433,1.20748,1.20414,1.20621
1.20622,1.20889,1.20602,1.20744
1.20743,1.20802,1.20609,1.20678
1.20678,1.20795,1.2064,1.20724
1.20723,1.20755,1.2068,1.20715
1.20714,1.20744,1.20416,1.20444
1.20426,1.20828,1.20419,1.2052
1.20522,1.20559,1.20206,1.20471
1.20471,1.20508,1.20275,1.20298
1.20268,1.20523,1.20258,1.20445
1.20445,1.20466,1.20119,1.20198
1.20198,1.20227,1.19834,1.19897
1.19898,1.20093,1.19685,1.19699
1.197,1.19821,1.1959,1.19774
1.19774,1.19774,1.19556,1.19669
1.19669,1.19734,1.19578,1.19669
1.1967,1.19756,1.19642,1.19651
1.1965,1.19708,1.1932,1.19387
1.19386,1.19396,1.19155,1.19209
1.19209,1.19336,1.19172,1.19212
1.19213,1.19391,1.19166,1.19364
1.19364,1.19454,1.19277,1.19452
1.19451,1.19493,1.19271,1.1928
1.1928,1.19549,1.19232,1.19387
1.19387,1.20181,1.19316,1.19948
1.19949,1.20071,1.19509,1.19601
1.19601,1.19678,1.19406,1.19474
1.19474,1.19628,1.19463,1.19594
1.19595,1.19701,1.19413,1.19522
1.19522,1.19522,1.19293,1.19478
1.19477,1.20349,1.19364,1.20313
1.20312,1.20588,1.20308,1.20377
1.20378,1.20475,1.20276,1.20314
1.20314,1.20666,1.20308,1.20454
1.20452,1.20572,1.204,1.20441
1.20441,1.21368,1.20423,1.21254
1.21253,1.21486,1.21121,1.21201
1.212,1.21557,1.21114,1.21344
1.21346,1.22185,1.21329,1.22006
1.21937,1.22111,1.21869,1.21976
1.21977,1.22397,1.21916,1.22223
1.2222,1.22688,1.22008,1.22596
1.22595,1.2296,1.22508,1.22827
1.22826,1.22931,1.22539,1.2271
1.22709,1.2277,1.22615,1.22615
